Your Input	Gene ID	Gene Symbol	Gene Name	Description	Mus musculus Ortholog
MAMDC2	HGNC:23673	MAMDC2	MAM domain containing 2	Predicted to enable glycosaminoglycan binding activity. Predicted to be involved in nervous system development. Located in endoplasmic reticulum.	MGI:1918988:Mamdc2
H19	HGNC:4713	H19	H19 imprinted maternally expressed transcript	Predicted to act upstream of or within negative regulation of cell population proliferation; regulation of gene expression; and regulation of growth. Implicated in several diseases, including artery disease (multiple); cerebral infarction; mature T-cell and NK-cell lymphoma; teratoma; and urinary system cancer (multiple). Biomarker of several diseases, including artery disease (multiple); atrial fibrillation; carcinoma (multiple); type 2 diabetes mellitus; and uterine disease (multiple).	N.A.
PFN2	HGNC:8882	PFN2	profilin 2	Enables ATP hydrolysis activity; actin monomer binding activity; and phosphatidylinositol-4,5-bisphosphate binding activity. Involved in several processes, including negative regulation of ruffle assembly; protein stabilization; and regulation of actin filament organization. Located in extracellular exosome. Biomarker of hepatocellular carcinoma.	MGI:97550:Pfn2
EPHB2	HGNC:3393	EPHB2	EPH receptor B2	Predicted to enable amyloid-beta binding activity and transmembrane-ephrin receptor activity. Involved in several processes, including positive regulation of B cell proliferation; positive regulation of gene expression; and regulation of blood coagulation. Acts upstream of with a positive effect on regulation of autophagosome assembly. Located in nucleoplasm and plasma membrane. Implicated in blood platelet disease. Biomarker of cognitive disorder and human immunodeficiency virus infectious disease.	MGI:99611:Ephb2
PROM2	HGNC:20685	PROM2	prominin 2	Predicted to enable cholesterol binding activity. Involved in negative regulation of endocytosis; positive regulation of cell projection organization; and positive regulation of protein phosphorylation. Located in cell projection.	MGI:2138997:Prom2
GPNMB	HGNC:4462	GPNMB	glycoprotein nmb	Enables heparin binding activity; receptor ligand activity; and syndecan binding activity. Involved in several processes, including negative regulation of G1/S transition of mitotic cell cycle; negative regulation of T cell proliferation; and positive regulation of protein autophosphorylation. Located in membrane. Implicated in primary localized cutaneous amyloidosis 3.	MGI:1934765:Gpnmb
SAA2-SAA4	HGNC:39550	SAA2-SAA4	SAA2-SAA4 readthrough	Predicted to be involved in acute-phase response. Predicted to be located in extracellular region. Predicted to be part of high-density lipoprotein particle.	MGI:98224:Saa4
RIMBP3	HGNC:29344	RIMBP3	RIMS binding protein 3	Predicted to enable benzodiazepine receptor binding activity. Predicted to be involved in fertilization and spermatid development. Predicted to be located in manchette. Predicted to be active in nucleus.	MGI:2685449:Rimbp3
DSC3	Multiple entries : 2
KCNMB4	HGNC:6289	KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4	Enables calcium-activated potassium channel activity. Involved in detection of calcium ion; neuronal action potential; and potassium ion transport. Located in plasma membrane. Part of voltage-gated potassium channel complex.	MGI:1913272:Kcnmb4
MMP10	HGNC:7156	MMP10	matrix metallopeptidase 10	Predicted to enable metalloendopeptidase activity. Predicted to be involved in collagen catabolic process and extracellular matrix organization. Predicted to act upstream of or within regulation of cell migration. Predicted to be located in extracellular matrix and extracellular region. Predicted to be active in extracellular space. Biomarker of adrenoleukodystrophy; diabetes mellitus; and end stage renal disease.	MGI:97007:Mmp10
CHST15	HGNC:18137	CHST15	carbohydrate sulfotransferase 15	Enables 3'-phosphoadenosine 5'-phosphosulfate binding activity and N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity. Involved in hexose biosynthetic process. Predicted to be located in Golgi membrane.	MGI:1924840:Chst15
TRIM6	Multiple entries : 2
MUC21	HGNC:21661	MUC21	mucin 21, cell surface associated	Predicted to be involved in negative regulation of cell-cell adhesion. Predicted to act upstream of or within negative regulation of cell-substrate adhesion. Predicted to be located in Golgi lumen. Predicted to be active in plasma membrane.	MGI:3779983:Muc21
FSTL4	HGNC:21389	FSTL4	follistatin like 4	Predicted to enable brain-derived neurotrophic factor binding activity and calcium ion binding activity. Predicted to be involved in cell differentiation and regulation of BMP signaling pathway. Predicted to act upstream of or within negative regulation of brain-derived neurotrophic factor receptor signaling pathway; negative regulation of collateral sprouting; and negative regulation of dendritic spine development. Predicted to be located in secretory granule. Predicted to be active in extracellular region.	MGI:2443199:Fstl4
RNF217	HGNC:21487	RNF217	ring finger protein 217	Predicted to enable ubiquitin conjugating enzyme binding activity and ubiquitin protein ligase activity. Predicted to be involved in protein polyubiquitination and ubiquitin-dependent protein catabolic process. Predicted to be located in cytosol. Predicted to be part of ubiquitin ligase complex. Predicted to be active in cytoplasm.	MGI:3610311:Rnf217
PLEKHF1	HGNC:20764	PLEKHF1	pleckstrin homology and FYVE domain containing 1	Enables phosphatidylinositol-3-phosphate binding activity; phosphatidylinositol-4-phosphate binding activity; and phosphatidylinositol-5-phosphate binding activity. Involved in endosome organization; positive regulation of autophagy; and protein localization to plasma membrane. Located in endosome and lysosome.	MGI:1919537:Plekhf1
KYNU	HGNC:6469	KYNU	kynureninase	Enables kynureninase activity and protein homodimerization activity. Involved in several processes, including aromatic amino acid metabolic process; quinolinate biosynthetic process; and response to type II interferon. Located in cytosol; mitochondrion; and nucleoplasm. Implicated in hydroxykynureninuria.	MGI:1918039:Kynu
SERPINB3	HGNC:10569	SERPINB3	serpin family B member 3	Enables cysteine-type endopeptidase inhibitor activity; protease binding activity; and virus receptor activity. Involved in several processes, including autocrine signaling; paracrine signaling; and regulation of protein metabolic process. Located in several cellular components, including cytoplasmic vesicle; cytosol; and extracellular exosome.	MGI:1277952:Serpinb3c | MGI:2683295:Serpinb3d | MGI:2683293:Serpinb3b | MGI:3573933:Serpinb3a
IL27RA	HGNC:17290	IL27RA	interleukin 27 receptor subunit alpha	Predicted to enable cytokine binding activity and interleukin-27 receptor activity. Involved in negative regulation of neuron apoptotic process. Predicted to be located in plasma membrane. Predicted to be part of receptor complex. Predicted to be active in external side of plasma membrane. Biomarker of systemic scleroderma.	MGI:1355318:Il27ra
GGH	HGNC:4248	GGH	gamma-glutamyl hydrolase	Enables gamma-glutamyl-peptidase activity. Predicted to be involved in tetrahydrofolylpolyglutamate metabolic process. Located in extracellular space.	MGI:1329035:Ggh
ALG1L	HGNC:33721	ALG1L1P	ALG1 like 1, pseudogene	No description available	MGI:2384774:Alg1
HSPB8	HGNC:30171	HSPB8	heat shock protein family B (small) member 8	Enables protein homodimerization activity. Involved in cellular response to unfolded protein and positive regulation of aggrephagy. Located in cytosol and nucleoplasm. Part of protein folding chaperone complex. Implicated in Charcot-Marie-Tooth disease axonal type 2L and autosomal dominant distal hereditary motor neuronopathy 2.	MGI:2135756:Hspb8
CCL22	HGNC:10621	CCL22	C-C motif chemokine ligand 22	Predicted to enable CCR chemokine receptor binding activity and chemokine activity. Involved in antimicrobial humoral immune response mediated by antimicrobial peptide. Predicted to be located in extracellular region. Predicted to be active in extracellular space. Biomarker of several diseases, including arthritis (multiple); cervical squamous cell carcinoma; lung disease (multiple); pleural tuberculosis; and rhinitis.	MGI:1306779:Ccl22
EGF	HGNC:3229	EGF	epidermal growth factor	Enables growth factor activity; guanyl-nucleotide exchange factor activity; and transmembrane receptor protein tyrosine kinase activator activity. Involved in several processes, including positive regulation of macromolecule metabolic process; positive regulation of signal transduction; and regulation of protein localization. Acts upstream of or within positive regulation of cell population proliferation. Located in extracellular exosome. Is active in extracellular space. Implicated in several diseases, including Zollinger-Ellison syndrome; hepatobiliary system cancer (multiple); high grade glioma (multiple); lung non-small cell carcinoma (multiple); and primary hypomagnesemia (multiple). Biomarker of several diseases, including acute kidney failure; lupus nephritis; neurodegenerative disease (multiple); pancreatic cancer (multiple); and pancreatitis.	MGI:95290:Egf
VWDE	HGNC:21897	VWDE	von Willebrand factor D and EGF domains	Predicted to enable signaling receptor binding activity. Predicted to be active in cell surface and extracellular region.	MGI:2685313:Vwde
LPA	HGNC:6667	LPA	lipoprotein(a)	Enables apolipoprotein binding activity; fibronectin binding activity; and serine-type endopeptidase activity. Predicted to be involved in proteolysis. Part of plasma lipoprotein particle. Implicated in myocardial infarction. Biomarker of several diseases, including artery disease (multiple); autoimmune disease (multiple); cerebral infarction; gout; and vascular dementia.	N.A.
C17orf53	HGNC:28460	HROB	homologous recombination factor with OB-fold	Predicted to enable single-stranded DNA binding activity. Involved in DNA synthesis involved in DNA repair and interstrand cross-link repair. Located in site of DNA damage.	MGI:2387601:Hrob
RP11-545J16.1	not found
CERS4	HGNC:23747	CERS4	ceramide synthase 4	Enables sphingosine N-acyltransferase activity. Involved in ceramide biosynthetic process. Predicted to be located in endoplasmic reticulum membrane.	MGI:1914510:Cers4
GALNT18	HGNC:30488	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18	Enables polypeptide N-acetylgalactosaminyltransferase activity. Involved in protein O-linked glycosylation. Predicted to be located in Golgi membrane. Predicted to be active in Golgi apparatus.	MGI:2446239:Galnt18
TMEM156	HGNC:26260	TMEM156	transmembrane protein 156	Predicted to be located in membrane.	MGI:2685292:Tmem156
VAV3	HGNC:12659	VAV3	vav guanine nucleotide exchange factor 3	Enables guanyl-nucleotide exchange factor activity. Involved in several processes, including B cell receptor signaling pathway; positive regulation of B cell proliferation; and regulation of cell size. Part of immunological synapse.	MGI:1888518:Vav3
CBX2	HGNC:1552	CBX2	chromobox 2	Predicted to enable methylated histone binding activity. Involved in development of primary sexual characteristics and negative regulation of transcription by RNA polymerase II. Located in nucleoplasm. Part of PRC1 complex. Implicated in 46,XY sex reversal 5. Biomarker of hepatocellular carcinoma and oral squamous cell carcinoma.	MGI:88289:Cbx2
TFAP2C	HGNC:11744	TFAP2C	transcription factor AP-2 gamma	Enables DNA-binding transcription activator activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Involved in male gonad development; negative regulation of gene expression, epigenetic; and positive regulation of transcription by RNA polymerase II. Located in mitochondrion and nucleoplasm.	MGI:106032:Tfap2c
FAM46B	HGNC:28273	TENT5B	terminal nucleotidyltransferase 5B	Enables poly(A) RNA polymerase activity. Involved in several processes, including negative regulation of apoptotic process; negative regulation of cell population proliferation; and positive regulation of translation. Located in cytoplasm and nucleus.	MGI:2140500:Tent5b
PLTP	HGNC:9093	PLTP	phospholipid transfer protein	Enables several functions, including lipid transfer activity; lipoprotein particle binding activity; and phospholipid binding activity. Involved in several processes, including glycolipid transport; high-density lipoprotein particle remodeling; and positive regulation of cholesterol efflux. Located in extracellular region and nucleus. Part of high-density lipoprotein particle. Biomarker of atherosclerosis.	MGI:103151:Pltp
FGFR3	HGNC:3690	FGFR3	fibroblast growth factor receptor 3	Enables fibroblast growth factor binding activity; fibroblast growth factor receptor activity; and identical protein binding activity. Involved in several processes, including cell surface receptor signaling pathway; positive regulation of intracellular signal transduction; and positive regulation of tyrosine phosphorylation of STAT protein. Located in several cellular components, including Golgi apparatus; endoplasmic reticulum; and transport vesicle. Implicated in several diseases, including Human papillomavirus infectious disease; SADDAN; acanthosis nigricans; bone disease (multiple); and carcinoma (multiple). Biomarker of several diseases, including Merkel cell carcinoma; chronic myeloid leukemia; gastrointestinal system cancer (multiple); thanatophoric dysplasia; and urinary bladder cancer (multiple).	MGI:95524:Fgfr3
LYNX1	HGNC:29604	LYNX1	Ly6/neurotoxin 1	Enables acetylcholine receptor binding activity and acetylcholine receptor regulator activity. Involved in regulation of neurotransmitter receptor activity. Predicted to be located in several cellular components, including dendrite; endoplasmic reticulum; and side of membrane. Predicted to be active in plasma membrane.	MGI:1345180:Lynx1
C5AR2	HGNC:4527	C5AR2	complement C5a receptor 2	Predicted to enable G protein-coupled receptor activity and complement component C5a receptor activity. Involved in negative regulation of neutrophil chemotaxis and regulation of cytokine production. Located in apical part of cell and basal plasma membrane.	MGI:2442013:C5ar2
ADSSL1	HGNC:20093	ADSS1	adenylosuccinate synthase 1	Enables adenylosuccinate synthase activity. Involved in AMP biosynthetic process. Located in cytoplasm.	MGI:87947:Adss1
EME1	HGNC:24965	EME1	essential meiotic structure-specific endonuclease 1	Enables DNA binding activity. Involved in double-strand break repair and replication fork processing. Acts upstream of or within response to intra-S DNA damage checkpoint signaling. Part of endodeoxyribonuclease complex.	MGI:3576783:Eme1
CD207	HGNC:17935	CD207	CD207 molecule	Enables carbohydrate binding activity. Involved in defense response to virus. Predicted to be located in clathrin-coated endocytic vesicle membrane; early endosome membrane; and plasma membrane. Predicted to be active in external side of plasma membrane.	MGI:2180021:Cd207
PDZD2	HGNC:18486	PDZD2	PDZ domain containing 2	Predicted to be involved in cell adhesion. Located in several cellular components, including centriolar satellite; cytosol; and plasma membrane.	MGI:1922394:Pdzd2
PACSIN3	HGNC:8572	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	Enables identical protein binding activity and lipid binding activity. Involved in plasma membrane tubulation and positive regulation of membrane protein ectodomain proteolysis. Located in cytosol and plasma membrane.	MGI:1891410:Pacsin3
SCHIP1	HGNC:15678	SCHIP1	schwannomin interacting protein 1	Enables identical protein binding activity. Predicted to be involved in positive regulation of hippo signaling. Predicted to act upstream of or within several processes, including face morphogenesis; fibroblast migration; and luteinization. Located in several cellular components, including cell junction; cytosol; and nuclear body.	MGI:1353557:Schip1
EREG	HGNC:3443	EREG	epiregulin	Enables receptor ligand activity and transmembrane receptor protein tyrosine kinase activator activity. Involved in several processes, including ERBB signaling pathway; keratinocyte proliferation; and positive regulation of macromolecule metabolic process. Is active in extracellular space. Implicated in extrapulmonary tuberculosis; pulmonary tuberculosis; and tuberculosis. Biomarker of cholesteatoma.	MGI:107508:Ereg
POTEE	HGNC:33895	POTEE	POTE ankyrin domain family member E	Predicted to enable protein kinase binding activity. Predicted to be a structural constituent of postsynaptic actin cytoskeleton. Involved in substantia nigra development. Located in blood microparticle and extracellular exosome.	MGI:1914825:Potefam1
PHGDH	HGNC:8923	PHGDH	phosphoglycerate dehydrogenase	Predicted to enable phosphoglycerate dehydrogenase activity. Predicted to be involved in brain development. Predicted to act upstream of or within several processes, including gamma-aminobutyric acid metabolic process; nervous system development; and proteinogenic amino acid metabolic process. Located in extracellular exosome. Implicated in Neu-Laxova syndrome 1; PHGDH deficiency; and amino acid metabolic disorder.	MGI:1355330:Phgdh
MPZL2	HGNC:3496	MPZL2	myelin protein zero like 2	Predicted to be involved in cell-cell adhesion. Predicted to act upstream of or within T cell differentiation in thymus. Predicted to be located in cytoskeleton. Predicted to be active in plasma membrane. Implicated in autosomal recessive nonsyndromic deafness 111.	MGI:1289160:Mpzl2
RAG1	HGNC:9831	RAG1	recombination activating 1	Predicted to enable several functions, including protein homodimerization activity; ubiquitin protein ligase activity; and zinc ion binding activity. Predicted to contribute to double-stranded DNA endonuclease activity. Involved in V(D)J recombination. Predicted to be located in nucleoplasm. Predicted to be part of DNA recombinase complex and endodeoxyribonuclease complex. Predicted to be active in nucleus. Implicated in Omenn syndrome; combined cellular and humoral immune defects with granulomas; severe combined immunodeficiency; and severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive.	MGI:97848:Rag1
RYR1	HGNC:10483	RYR1	ryanodine receptor 1	Enables ryanodine-sensitive calcium-release channel activity. Involved in cellular response to caffeine; release of sequestered calcium ion into cytosol; and response to hypoxia. Located in several cellular components, including I band; cell cortex; and sarcoplasmic reticulum membrane. Implicated in congestive heart failure (multiple); intracranial vasospasm; and muscle tissue disease (multiple). Biomarker of gestational diabetes and pre-eclampsia.	MGI:99659:Ryr1
SLC10A6	HGNC:30603	SLC10A6	solute carrier family 10 member 6	Predicted to enable bile acid:sodium symporter activity. Predicted to be involved in bile acid and bile salt transport. Predicted to be located in plasma membrane.	MGI:1923000:Slc10a6
NOX5	HGNC:14874	NOX5	NADPH oxidase 5	Enables proton channel activity and superoxide-generating NAD(P)H oxidase activity. Involved in several processes, including positive regulation of reactive oxygen species metabolic process; proton transmembrane transport; and superoxide anion generation. Located in endoplasmic reticulum and plasma membrane.	N.A.
SYNM	HGNC:24466	SYNM	synemin	Enables vinculin binding activity. A structural constituent of cytoskeleton and structural constituent of muscle. Predicted to be involved in fast-twitch skeletal muscle fiber contraction. Located in costamere and intermediate filament.	MGI:2661187:Synm
SMCO2	HGNC:34448	SMCO2	single-pass membrane protein with coiled-coil domains 2	Predicted to be located in membrane.	MGI:1916621:Smco2
ITGA2B	HGNC:6138	ITGA2B	integrin subunit alpha 2b	Enables identical protein binding activity and molecular adaptor activity. Involved in integrin-mediated signaling pathway. Located in extracellular exosome and plasma membrane. Part of integrin alphaIIb-beta3 complex. Implicated in Glanzmann's thrombasthenia; platelet-type bleeding disorder 16; thrombocytopenia; and von Willebrand's disease 1. Biomarker of platelet-type bleeding disorder 16 and severe acute respiratory syndrome.	MGI:96601:Itga2b
IL1B	HGNC:5992	IL1B	interleukin 1 beta	Enables cytokine activity; integrin binding activity; and protein domain specific binding activity. Involved in several processes, including positive regulation of macromolecule metabolic process; regulation of monooxygenase activity; and regulation of signal transduction. Acts upstream of or within cellular response to xenobiotic stimulus and positive regulation of interleukin-6 production. Located in extracellular region. Is active in extracellular space. Implicated in several diseases, including autoimmune disease (multiple); blood platelet disease (multiple); cervix disease (multiple); eye disease (multiple); and lung disease (multiple). Biomarker of several diseases, including artery disease (multiple); autoimmune disease (multiple); bronchial disease (multiple); lung disease (multiple); and nose disease (multiple).	MGI:96543:Il1b
C12orf60	HGNC:28726	C12orf60	chromosome 12 open reading frame 60	No description available	MGI:3605234:BC049715
ADARB1	HGNC:226	ADARB1	adenosine deaminase RNA specific B1	Enables double-stranded RNA adenosine deaminase activity; double-stranded RNA binding activity; and identical protein binding activity. Involved in several processes, including RNA metabolic process; negative regulation of protein kinase activity by regulation of protein phosphorylation; and positive regulation of viral genome replication. Located in cytosol; nucleolus; and nucleoplasm. Biomarker of amyotrophic lateral sclerosis.	MGI:891999:Adarb1
KRT79	HGNC:28930	KRT79	keratin 79	Enables enzyme binding activity. Predicted to be involved in intermediate filament organization and keratinization. Located in extracellular exosome.	MGI:2385030:Krt79
EVA1A	HGNC:25816	EVA1A	eva-1 homolog A, regulator of programmed cell death	Predicted to be involved in apoptotic process and autophagy. Located in intracellular membrane-bounded organelle and plasma membrane.	MGI:2385247:Eva1a
SEMA5B	HGNC:10737	SEMA5B	semaphorin 5B	Predicted to enable chemorepellent activity and semaphorin receptor binding activity. Predicted to be involved in several processes, including axonogenesis; neural crest cell migration; and semaphorin-plexin signaling pathway. Predicted to act upstream of or within detection of light stimulus involved in visual perception; neuron projection extension; and neuron projection guidance. Predicted to be located in membrane. Predicted to be active in plasma membrane.	MGI:107555:Sema5b
SNCAIP	HGNC:11139	SNCAIP	synuclein alpha interacting protein	Enables identical protein binding activity and ubiquitin protein ligase binding activity. Involved in regulation of inclusion body assembly. Acts upstream of or within dopamine metabolic process and regulation of neurotransmitter secretion. Located in cytoplasmic ribonucleoprotein granule and nucleoplasm.	MGI:1915097:Sncaip
SOX7	HGNC:18196	SOX7	SRY-box transcription factor 7	Enables DNA-binding transcription factor activity and sequence-specific double-stranded DNA binding activity. Involved in several processes, including endoderm formation; positive regulation of cysteine-type endopeptidase activity involved in apoptotic process; and regulation of canonical Wnt signaling pathway. Located in cytoplasm and nucleus.	MGI:98369:Sox7
KCNJ2	HGNC:6263	KCNJ2	potassium inwardly rectifying channel subfamily J member 2	Enables identical protein binding activity; phosphatidylinositol-4,5-bisphosphate binding activity; and voltage-gated potassium channel activity. Involved in several processes, including cardiac muscle cell action potential; potassium ion import across plasma membrane; and protein homotetramerization. Located in membrane. Part of voltage-gated potassium channel complex. Implicated in Andersen-Tawil syndrome; familial atrial fibrillation; familial periodic paralysis; and short QT syndrome. Biomarker of atrial fibrillation.	MGI:104744:Kcnj2
TREM1	HGNC:17760	TREM1	triggering receptor expressed on myeloid cells 1	Enables receptor decoy activity; scaffold protein binding activity; and transmembrane signaling receptor activity. Predicted to be involved in neutrophil chemotaxis and neutrophil-mediated killing of gram-negative bacterium. Predicted to act upstream of or within neutrophil extravasation. Is active in cell surface and extracellular space. Implicated in bacterial sepsis and malaria. Biomarker of several diseases, including bacterial gastritis; chorioamnionitis; hepatitis B; hepatitis C; and lung disease (multiple).	MGI:1930005:Trem1
RYR3	HGNC:10485	RYR3	ryanodine receptor 3	Enables intracellularly gated calcium channel activity. Involved in calcium ion transport. Predicted to be located in membrane. Predicted to be part of calcium channel complex and junctional membrane complex. Predicted to be active in Z disc; endoplasmic reticulum; and sarcolemma. Implicated in congenital myopathy 20 and hepatocellular carcinoma. Biomarker of gestational diabetes and pre-eclampsia.	MGI:99684:Ryr3
ZIC2	HGNC:12873	ZIC2	Zic family member 2	Predicted to enable DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding activity; and chromatin DNA binding activity. Predicted to be involved in several processes, including nervous system development; regulation of DNA-templated transcription; and visual perception. Predicted to act upstream of or within several processes, including neural crest cell differentiation; neural tube closure; and nodal signaling pathway. Located in nuclear body. Implicated in holoprosencephaly and holoprosencephaly 5.	MGI:106679:Zic2
C18orf54	HGNC:13796	C18orf54	chromosome 18 open reading frame 54	Predicted to act upstream of or within negative regulation of cell population proliferation. Predicted to be located in extracellular region.	MGI:1922045:4930503L19Rik
DYNC1I1	HGNC:2963	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1	Enables spectrin binding activity. Involved in vesicle transport along microtubule. Located in several cellular components, including kinetochore; recycling endosome; and spindle pole.	MGI:107743:Dync1i1
ANGPTL4	HGNC:16039	ANGPTL4	angiopoietin like 4	Enables identical protein binding activity. Involved in negative regulation of apoptotic process; negative regulation of lipoprotein lipase activity; and protein unfolding. Located in extracellular space.	MGI:1888999:Angptl4
SEMA3A	HGNC:10723	SEMA3A	semaphorin 3A	Predicted to enable chemorepellent activity; neuropilin binding activity; and semaphorin receptor binding activity. Involved in negative regulation of neuron projection development; olfactory bulb development; and regulation of axon extension involved in axon guidance. Predicted to be located in extracellular region. Predicted to be active in several cellular components, including axon; cerebellar climbing fiber to Purkinje cell synapse; and extracellular space. Implicated in hypogonadotropic hypogonadism 16 with or without anosmia.	MGI:107558:Sema3a
CHST7	HGNC:13817	CHST7	carbohydrate sulfotransferase 7	Enables N-acetylglucosamine 6-O-sulfotransferase activity and chondroitin 6-sulfotransferase activity. Involved in N-acetylglucosamine metabolic process and chondroitin sulfate biosynthetic process. Predicted to be located in Golgi membrane. Predicted to be active in trans-Golgi network.	MGI:1891767:Chst7
LOXL4	HGNC:17171	LOXL4	lysyl oxidase like 4	Enables protein-lysine 6-oxidase activity. Predicted to be involved in collagen fibril organization. Located in extracellular exosome. Part of receptor complex.	MGI:1914823:Loxl4
CYP27C1	HGNC:33480	CYP27C1	cytochrome P450 family 27 subfamily C member 1	Enables oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen and retinoid binding activity. Involved in retinal metabolic process; retinoic acid metabolic process; and retinol metabolic process. Located in intracellular membrane-bounded organelle.	N.A.
IGSF10	HGNC:26384	IGSF10	immunoglobulin superfamily member 10	Predicted to be involved in regulation of neuron migration. Predicted to act upstream of or within ossification. Located in extracellular region.	MGI:1923481:Igsf10
GPR155	HGNC:22951	GPR155	G protein-coupled receptor 155	Enables cholesterol binding activity. Involved in several processes, including cellular response to amino acid starvation; cellular response to cholesterol; and positive regulation of TORC1 signaling. Located in extracellular exosome. Is active in lysosomal membrane.	MGI:1915776:Gpr155
CHST2	HGNC:1970	CHST2	carbohydrate sulfotransferase 2	Enables N-acetylglucosamine 6-O-sulfotransferase activity. Involved in N-acetylglucosamine metabolic process and sulfur compound metabolic process. Located in cytosol; nucleoplasm; and trans-Golgi network.	MGI:1891160:Chst2
PIK3R3	HGNC:8981	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	Enables phosphotyrosine residue binding activity. Involved in cell migration involved in sprouting angiogenesis; phosphatidylinositol 3-kinase/protein kinase B signal transduction; and positive regulation of macromolecule metabolic process. Predicted to be located in cytosol. Predicted to be part of phosphatidylinositol 3-kinase complex. Implicated in colon adenocarcinoma. Biomarker of high grade glioma.	MGI:109277:Pik3r3
PI3	HGNC:8947	PI3	peptidase inhibitor 3	A structural constituent of skin epidermis. Involved in peptide cross-linking. Located in cornified envelope.	N.A.
RP11-618G20.1	not found
XG	Multiple entries : 2
HAP1	Multiple entries : 2
KCNIP3	HGNC:15523	KCNIP3	potassium voltage-gated channel interacting protein 3	Enables DNA-binding transcription repressor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Involved in negative regulation of transcription by RNA polymerase II. Predicted to be located in cytosol. Predicted to be part of protein-DNA complex and voltage-gated potassium channel complex. Predicted to be active in nucleus.	MGI:1929258:Kcnip3
HAS3	HGNC:4820	HAS3	hyaluronan synthase 3	Enables hyaluronan synthase activity and identical protein binding activity. Involved in hyaluronan biosynthetic process; positive regulation of DNA-templated transcription; and positive regulation of hyaluranon cable assembly. Located in Golgi apparatus; hyaluranon cable; and plasma membrane.	MGI:109599:Has3
SLC16A14	HGNC:26417	SLC16A14	solute carrier family 16 member 14	Predicted to enable monocarboxylic acid transmembrane transporter activity. Predicted to be involved in monocarboxylic acid transport. Predicted to be located in membrane. Predicted to be active in plasma membrane.	MGI:1919031:Slc16a14
FGFBP1	HGNC:19695	FGFBP1	fibroblast growth factor binding protein 1	Predicted to enable growth factor binding activity. Involved in positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis and positive regulation of cell migration involved in sprouting angiogenesis. Predicted to be located in extracellular space.	MGI:1096350:Fgfbp1
C11orf45	HGNC:28584	KCNJ5-AS1	KCNJ5 antisense RNA 1	Predicted to be located in extracellular region.	N.A.
CTD-2135J3.4	not found
PGF	HGNC:8893	PGF	placental growth factor	Enables growth factor activity. Involved in positive regulation of cell population proliferation. Predicted to be located in extracellular region. Predicted to be active in extracellular space. Implicated in several diseases, including brain ischemia; diabetic neuropathy; glioblastoma; myocardial infarction; and pancreatic endocrine carcinoma. Biomarker of several diseases, including artery disease (multiple); autoimmune disease of musculoskeletal system (multiple); epilepsy (multiple); limited scleroderma; and pancreatic endocrine carcinoma.	MGI:105095:Pgf
FAAP24	HGNC:28467	FAAP24	FA core complex associated protein 24	Enables chromatin binding activity. Involved in interstrand cross-link repair. Located in nucleoplasm. Part of FANCM-MHF complex; Fanconi anaemia nuclear complex; and chromatin.	MGI:2142208:Faap24
TPRXL	HGNC:32178	TPRXL	tetrapeptide repeat homeobox like (pseudogene)	Enables DNA-binding transcription factor activity, RNA polymerase II-specific. Involved in maternal-to-zygotic transition of gene expression. Is active in nucleus.	N.A.
CD163L1	HGNC:30375	CD163L1	CD163 molecule like 1	Predicted to be located in extracellular region and plasma membrane. Predicted to be active in external side of plasma membrane.	N.A.
CLEC5A	HGNC:2054	CLEC5A	C-type lectin domain containing 5A	Enables virus receptor activity. Involved in innate immune response. Located in cytosol and plasma membrane.	MGI:1345151:Clec5a
B3GNT4	HGNC:15683	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	Enables N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity. Involved in poly-N-acetyllactosamine biosynthetic process. Predicted to be located in Golgi apparatus and membrane. Predicted to be active in Golgi membrane.	MGI:2680208:B3gnt4
XDH	Multiple entries : 2
SHC4	HGNC:16743	SHC4	SHC adaptor protein 4	Predicted to enable receptor tyrosine kinase binding activity. Predicted to be involved in cell surface receptor protein tyrosine kinase signaling pathway. Predicted to act upstream of or within several processes, including apoptotic process; positive regulation of cell population proliferation; and stem cell differentiation. Predicted to be located in postsynaptic membrane. Predicted to be active in plasma membrane.	MGI:2655364:Shc4
CCDC190	HGNC:28736	CCDC190	coiled-coil domain containing 190	No description available	MGI:1925715:Ccdc190
ADIRF-AS1	HGNC:45127	ADIRF-AS1	ADIRF antisense RNA 1	No description available	N.A.
