# SimpleMine Results Based on Alliance of Genome Resources
# Alliance Database Version: 7.4.0
# Date file generated (UTC): 2024-10-09 18:31
Your Input	Gene ID	Gene Symbol	Gene Name	Description	Mus musculus Ortholog
CCL15	HGNC:44436	CCL15-CCL14	CCL15-CCL14 readthrough (NMD candidate)	Predicted to enable chemokine activity. Predicted to be involved in cell chemotaxis; immune response; and signal transduction. Predicted to be located in extracellular space.	N.A.
ME1	HGNC:14546	PCDHB16	protocadherin beta 16	Predicted to enable calcium ion binding activity. Predicted to be involved in cell adhesion. Predicted to be located in membrane and synapse. Predicted to be active in plasma membrane.	MGI:2136754:Pcdhb17
ME1	HGNC:6983	ME1	malic enzyme 1	Enables several functions, including malate dehydrogenase (decarboxylating) (NADP+) activity; metal ion binding activity; and oxaloacetate decarboxylase activity. Involved in several processes, including malate metabolic process; nicotinamide nucleotide metabolic process; and protein homotetramerization. Part of cytoplasm.	MGI:97043:Me1
CHN2	HGNC:1944	CHN2	chimerin 2	Enables GTPase activator activity. Predicted to be involved in regulation of small GTPase mediated signal transduction. Located in synapse.	MGI:1917243:Chn2
CHN2	HGNC:7225	MPZ	myelin protein zero	Involved in cell aggregation; cell-cell adhesion via plasma-membrane adhesion molecules; and myelination. Located in plasma membrane. Implicated in Charcot-Marie-Tooth disease (multiple).	MGI:103177:Mpz
NOS2	HGNC:23292	NANOS2	nanos C2HC-type zinc finger 2	Enables enzyme activator activity. Involved in mRNA destabilization and negative regulation of translation. Located in nucleus and perinuclear region of cytoplasm.	MGI:2676627:Nanos2
NOS2	HGNC:7873	NOS2	nitric oxide synthase 2	Enables nitric-oxide synthase activity. Involved in several processes, including nitric oxide biosynthetic process; prostaglandin secretion; and regulation of gene expression. Located in cytosol and peroxisome. Implicated in several diseases, including dementia (multiple); hypertension (multiple); malaria; pulmonary tuberculosis; and type 2 diabetes mellitus. Biomarker of several diseases, including adenocarcinoma (multiple); artery disease (multiple); cystic fibrosis; lung disease (multiple); and obstructive sleep apnea.	MGI:97361:Nos2
TNFRSF11B	HGNC:1126	BTF3P11	basic transcription factor 3 pseudogene 11	No description available	N.A.
TNFRSF11B	HGNC:11909	TNFRSF11B	TNF receptor superfamily member 11b	Predicted to enable cytokine activity and signaling receptor activity. Predicted to be involved in signal transduction and skeletal system development. Predicted to act upstream of or within several processes, including negative regulation of odontogenesis of dentin-containing tooth; negative regulation of osteoclast differentiation; and negative regulation of tumor necrosis factor-mediated signaling pathway. Located in extracellular space. Part of receptor complex. Implicated in Paget's disease of bone; Paget's disease of bone 5; and osteoarthritis. Biomarker of several diseases, including artery disease (multiple); end stage renal disease; hereditary arterial and articular multiple calcification syndrome; lupus nephritis; and type 2 diabetes mellitus.	MGI:109587:Tnfrsf11b
C2	HGNC:1248	C2	complement C2	Predicted to enable metal ion binding activity and serine-type endopeptidase activity. Involved in complement activation and positive regulation of apoptotic cell clearance. Located in extracellular exosome. Implicated in Alzheimer's disease; age related macular degeneration 14; complement component 2 deficiency; macular degeneration; and psoriasis. Biomarker of systemic lupus erythematosus.	MGI:88226:C2
C2	HGNC:5035	HNRNPC	heterogeneous nuclear ribonucleoprotein C	Enables N6-methyladenosine-containing RNA reader activity; RNA binding activity; and identical protein binding activity. Involved in 3'-UTR-mediated mRNA stabilization; mRNA splicing, via spliceosome; and negative regulation of telomere maintenance via telomerase. Located in actin cytoskeleton; cytosol; and nucleoplasm. Part of catalytic step 2 spliceosome and telomerase holoenzyme complex. Implicated in autosomal dominant intellectual developmental disorder. Biomarker of atherosclerosis and cervical cancer.	MGI:107795:Hnrnpc
CPS1	HGNC:2323	CPS1	carbamoyl-phosphate synthase 1	Enables carbamoyl-phosphate synthase (ammonia) activity; modified amino acid binding activity; and potassium ion binding activity. Involved in several processes, including carbamoyl phosphate biosynthetic process; cellular response to ammonium ion; and triglyceride catabolic process. Located in mitochondrial nucleoid and nucleolus. Implicated in carbamoyl phosphate synthetase I deficiency disease; persistent fetal circulation syndrome; and vascular disease. Biomarker of hepatocellular carcinoma.	MGI:891996:Cps1
CPS1	HGNC:2600	CYP21A2	cytochrome P450 family 21 subfamily A member 2	Enables 17-hydroxyprogesterone 21-hydroxylase activity; heme binding activity; and progesterone 21-hydroxylase activity. Involved in steroid biosynthetic process. Predicted to be located in endoplasmic reticulum membrane. Implicated in congenital adrenal hyperplasia.	MGI:88591:Cyp21a1
CPS1	HGNC:26518	PM20D1	peptidase M20 domain containing 1	Enables hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides. Involved in several processes, including amide biosynthetic process; amide catabolic process; and cellular lipid metabolic process. Located in extracellular exosome.	MGI:2442939:Pm20d1
LRP4	HGNC:19012	CORIN	corin, serine peptidase	Enables serine-type endopeptidase activity. Involved in female pregnancy; peptide hormone processing; and regulation of systemic arterial blood pressure by atrial natriuretic peptide. Located in actin cytoskeleton; nuclear body; and plasma membrane. Implicated in familial hypertrophic cardiomyopathy; hypertension; and pre-eclampsia.	MGI:1349451:Corin
LRP4	HGNC:6696	LRP4	LDL receptor related protein 4	Predicted to enable receptor tyrosine kinase binding activity and scaffold protein binding activity. Involved in several processes, including amyloid-beta clearance by cellular catabolic process; negative regulation of canonical Wnt signaling pathway; and negative regulation of ossification. Located in cell surface. Implicated in Cenani-Lenz syndactyly syndrome; congenital myasthenic syndrome 17; and sclerosteosis 2.	MGI:2442252:Lrp4
TRPM2	HGNC:12339	TRPM2	transient receptor potential cation channel subfamily M member 2	Enables calcium ion binding activity; intracellularly gated calcium channel activity; and mono-ADP-D-ribose binding activity. Involved in several processes, including cellular response to hydrogen peroxide; monoatomic cation transmembrane transport; and protein homotetramerization. Located in lysosome and plasma membrane.	MGI:1351901:Trpm2
TRPM2	HGNC:2095	CLU	clusterin	Enables several functions, including amyloid-beta binding activity; misfolded protein binding activity; and signaling receptor binding activity. Involved in several processes, including positive regulation of cellular component organization; regulation of intrinsic apoptotic signaling pathway; and regulation of protein metabolic process. Located in several cellular components, including apical dendrite; neurofibrillary tangle; and perinuclear endoplasmic reticulum lumen. Part of spherical high-density lipoprotein particle. Is active in extracellular space. Implicated in artery disease (multiple); breast cancer; diabetic retinopathy; exfoliation syndrome; and muscular disease (multiple). Biomarker of several diseases, including Kawasaki disease; Stevens-Johnson syndrome; autoimmune disease of musculoskeletal system (multiple); eye disease (multiple); and invasive ductal carcinoma.	MGI:88423:Clu
SLC7A11	HGNC:11059	SLC7A11	solute carrier family 7 member 11	Enables L-kynurenine transmembrane transporter activity and cystine:glutamate antiporter activity. Involved in L-amino acid transport; negative regulation of ferroptosis; and response to toxic substance. Located in cell surface and plasma membrane. Biomarker of tongue squamous cell carcinoma.	MGI:1347355:Slc7a11
SLC7A11	HGNC:1116	BSG	basigin (Ok blood group)	Enables signaling receptor activity and virus receptor activity. Involved in several processes, including neutrophil chemotaxis; photoreceptor cell maintenance; and positive regulation of cytokine production. Acts upstream of or within protein localization to plasma membrane. Located in endoplasmic reticulum membrane; endosome; and plasma membrane. Biomarker of breast ductal carcinoma; carcinoma (multiple); and cervical cancer.	MGI:88208:Bsg
